site_id,data_product,data_policy,citation_doi,citation_url,citation_text,citation_source,citation_source_url
CA-Ca3,BASE-BADM,CCBY4.0,10.17190/AMF/1480302,https://doi.org/10.17190/AMF/1480302,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Ca3,BASE-BADM,LEGACY,10.17190/AMF/1480302,https://doi.org/10.17190/AMF/1480302,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Ca3,FLUXNET,CCBY4.0,10.17190/AMF/3027312,https://doi.org/10.17190/AMF/3027312,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Cbo,BASE-BADM,CCBY4.0,10.17190/AMF/1498755,https://doi.org/10.17190/AMF/1498755,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Cbo,BASE-BADM,LEGACY,10.17190/AMF/1498755,https://doi.org/10.17190/AMF/1498755,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Cbo,FLUXNET,CCBY4.0,10.17190/AMF/1854365,https://doi.org/10.17190/AMF/1854365,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF1,BASE-BADM,CCBY4.0,10.17190/AMF/1660336,https://doi.org/10.17190/AMF/1660336,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF1,BASE-BADM,LEGACY,10.17190/AMF/1660336,https://doi.org/10.17190/AMF/1660336,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF1,FLUXNET,CCBY4.0,10.17190/AMF/2229375,https://doi.org/10.17190/AMF/2229375,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF2,BASE-BADM,CCBY4.0,10.17190/AMF/1634879,https://doi.org/10.17190/AMF/1634879,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF2,BASE-BADM,LEGACY,10.17190/AMF/1634879,https://doi.org/10.17190/AMF/1634879,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF2,FLUXNET,CCBY4.0,10.17190/AMF/3027323,https://doi.org/10.17190/AMF/3027323,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF3,BASE-BADM,CCBY4.0,10.17190/AMF/2335573,https://doi.org/10.17190/AMF/2335573,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF3,BASE-BADM,LEGACY,10.17190/AMF/2335573,https://doi.org/10.17190/AMF/2335573,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CF3,FLUXNET,CCBY4.0,10.17190/AMF/3027357,https://doi.org/10.17190/AMF/3027357,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Cha,BASE-BADM,CCBY4.0,10.17190/AMF/1436317,https://doi.org/10.17190/AMF/1436317,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Cha,BASE-BADM,LEGACY,10.17190/AMF/1436317,https://doi.org/10.17190/AMF/1436317,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Cha,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ3,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ3,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CQ3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CRB,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CRB,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-CRB,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DB2,BASE-BADM,CCBY4.0,10.17190/AMF/1811362,https://doi.org/10.17190/AMF/1811362,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DB2,BASE-BADM,LEGACY,10.17190/AMF/1811362,https://doi.org/10.17190/AMF/1811362,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DB2,FLUXNET,CCBY4.0,10.17190/AMF/1881564,https://doi.org/10.17190/AMF/1881564,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DBB,BASE-BADM,CCBY4.0,10.17190/AMF/1543378,https://doi.org/10.17190/AMF/1543378,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DBB,BASE-BADM,LEGACY,10.17190/AMF/1543378,https://doi.org/10.17190/AMF/1543378,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DBB,FLUXNET,CCBY4.0,10.17190/AMF/1881565,https://doi.org/10.17190/AMF/1881565,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DL1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DL1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DL1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DL2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DL2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DL2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DSM,BASE-BADM,CCBY4.0,10.17190/AMF/1964085,https://doi.org/10.17190/AMF/1964085,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DSM,BASE-BADM,LEGACY,10.17190/AMF/1964085,https://doi.org/10.17190/AMF/1964085,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-DSM,FLUXNET,CCBY4.0,10.17190/AMF/2571137,https://doi.org/10.17190/AMF/2571137,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM1,BASE-BADM,CCBY4.0,10.17190/AMF/2315766,https://doi.org/10.17190/AMF/2315766,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM1,BASE-BADM,LEGACY,10.17190/AMF/2315766,https://doi.org/10.17190/AMF/2315766,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM1,FLUXNET,CCBY4.0,10.17190/AMF/2469436,https://doi.org/10.17190/AMF/2469436,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM2,BASE-BADM,CCBY4.0,10.17190/AMF/2331380,https://doi.org/10.17190/AMF/2331380,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM2,BASE-BADM,LEGACY,10.17190/AMF/2331380,https://doi.org/10.17190/AMF/2331380,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM2,FLUXNET,CCBY4.0,10.17190/AMF/2571141,https://doi.org/10.17190/AMF/2571141,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM3,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM3,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-EM3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ER1,BASE-BADM,CCBY4.0,10.17190/AMF/1579541,https://doi.org/10.17190/AMF/1579541,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ER1,BASE-BADM,LEGACY,10.17190/AMF/1579541,https://doi.org/10.17190/AMF/1579541,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ER1,FLUXNET,CCBY4.0,10.17190/AMF/1832154,https://doi.org/10.17190/AMF/1832154,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ER2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ER2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ER2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-GL3,BASE-BADM,CCBY4.0,10.17190/AMF/3365232,https://doi.org/10.17190/AMF/3365232,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-GL3,BASE-BADM,LEGACY,10.17190/AMF/3365232,https://doi.org/10.17190/AMF/3365232,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-GL3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-GL4,BASE-BADM,CCBY4.0,10.17190/AMF/3365233,https://doi.org/10.17190/AMF/3365233,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-GL4,BASE-BADM,LEGACY,10.17190/AMF/3365233,https://doi.org/10.17190/AMF/3365233,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-GL4,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Gro,BASE-BADM,CCBY4.0,10.17190/AMF/1245996,https://doi.org/10.17190/AMF/1245996,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Gro,BASE-BADM,LEGACY,10.17190/AMF/1245996,https://doi.org/10.17190/AMF/1245996,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Gro,FLUXNET,CCBY4.0,10.17190/AMF/1902823,https://doi.org/10.17190/AMF/1902823,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Gro,FLUXNET2015,CCBY4.0,10.18140/FLX/1440034,https://doi.org/10.18140/FLX/1440034,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-Gro
CA-HPC,BASE-BADM,CCBY4.0,10.17190/AMF/1773392,https://doi.org/10.17190/AMF/1773392,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-HPC,BASE-BADM,LEGACY,10.17190/AMF/1773392,https://doi.org/10.17190/AMF/1773392,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-HPC,FLUXNET,CCBY4.0,10.17190/AMF/2469437,https://doi.org/10.17190/AMF/2469437,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-IQT,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-IQT,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-IQT,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KLP,BASE-BADM,CCBY4.0,10.17190/AMF/3015321,https://doi.org/10.17190/AMF/3015321,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KLP,BASE-BADM,LEGACY,10.17190/AMF/3015321,https://doi.org/10.17190/AMF/3015321,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KLP,FLUXNET,CCBY4.0,10.17190/AMF/3027324,https://doi.org/10.17190/AMF/3027324,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KT1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KT1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KT1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KT2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KT2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-KT2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Let,BASE-BADM,CCBY4.0,10.17190/AMF/1436318,https://doi.org/10.17190/AMF/1436318,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Let,BASE-BADM,LEGACY,10.17190/AMF/1436318,https://doi.org/10.17190/AMF/1436318,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Let,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LP1,BASE-BADM,CCBY4.0,10.17190/AMF/1660337,https://doi.org/10.17190/AMF/1660337,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LP1,BASE-BADM,LEGACY,10.17190/AMF/1660337,https://doi.org/10.17190/AMF/1660337,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LP1,FLUXNET,CCBY4.0,10.17190/AMF/1832155,https://doi.org/10.17190/AMF/1832155,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LU1,BASE-BADM,CCBY4.0,10.17190/AMF/2574382,https://doi.org/10.17190/AMF/2574382,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LU1,BASE-BADM,LEGACY,10.17190/AMF/2574382,https://doi.org/10.17190/AMF/2574382,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LU1,FLUXNET,CCBY4.0,10.17190/AMF/3027376,https://doi.org/10.17190/AMF/3027376,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LU2,BASE-BADM,CCBY4.0,10.17190/AMF/2574383,https://doi.org/10.17190/AMF/2574383,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LU2,BASE-BADM,LEGACY,10.17190/AMF/2574383,https://doi.org/10.17190/AMF/2574383,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LU2,FLUXNET,CCBY4.0,10.17190/AMF/3027377,https://doi.org/10.17190/AMF/3027377,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LuM,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LuM,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-LuM,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA1,BASE-BADM,CCBY4.0,10.17190/AMF/1617701,https://doi.org/10.17190/AMF/1617701,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA1,BASE-BADM,LEGACY,10.17190/AMF/1617701,https://doi.org/10.17190/AMF/1617701,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA1,FLUXNET,CCBY4.0,10.17190/AMF/2007165,https://doi.org/10.17190/AMF/2007165,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA2,BASE-BADM,CCBY4.0,10.17190/AMF/1617702,https://doi.org/10.17190/AMF/1617702,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA2,BASE-BADM,LEGACY,10.17190/AMF/1617702,https://doi.org/10.17190/AMF/1617702,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA2,FLUXNET,CCBY4.0,10.17190/AMF/2007166,https://doi.org/10.17190/AMF/2007166,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA3,BASE-BADM,CCBY4.0,10.17190/AMF/1617703,https://doi.org/10.17190/AMF/1617703,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA3,BASE-BADM,LEGACY,10.17190/AMF/1617703,https://doi.org/10.17190/AMF/1617703,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MA3,FLUXNET,CCBY4.0,10.17190/AMF/2007167,https://doi.org/10.17190/AMF/2007167,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Man,BASE-BADM,CCBY4.0,10.17190/AMF/1245997,https://doi.org/10.17190/AMF/1245997,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Man,BASE-BADM,LEGACY,10.17190/AMF/1245997,https://doi.org/10.17190/AMF/1245997,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Man,FLUXNET,CCBY4.0,10.17190/AMF/2571101,https://doi.org/10.17190/AMF/2571101,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Man,FLUXNET2015,CCBY4.0,10.18140/FLX/1440035,https://doi.org/10.18140/FLX/1440035,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-Man
CA-Mer,BASE-BADM,CCBY4.0,10.17190/AMF/2448423,https://doi.org/10.17190/AMF/2448423,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Mer,BASE-BADM,LEGACY,10.17190/AMF/2448423,https://doi.org/10.17190/AMF/2448423,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Mer,FLUXNET,CCBY4.0,10.17190/AMF/2571102,https://doi.org/10.17190/AMF/2571102,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MR3,BASE-BADM,CCBY4.0,10.17190/AMF/1480320,https://doi.org/10.17190/AMF/1480320,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MR3,BASE-BADM,LEGACY,10.17190/AMF/1480320,https://doi.org/10.17190/AMF/1480320,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MR3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MR5,BASE-BADM,CCBY4.0,10.17190/AMF/1480321,https://doi.org/10.17190/AMF/1480321,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MR5,BASE-BADM,LEGACY,10.17190/AMF/1480321,https://doi.org/10.17190/AMF/1480321,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-MR5,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Mtk,BASE-BADM,CCBY4.0,10.17190/AMF/2531141,https://doi.org/10.17190/AMF/2531141,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Mtk,BASE-BADM,LEGACY,10.17190/AMF/2531141,https://doi.org/10.17190/AMF/2531141,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Mtk,FLUXNET,CCBY4.0,10.17190/AMF/2571152,https://doi.org/10.17190/AMF/2571152,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Na1,BASE-BADM,CCBY4.0,10.17190/AMF/1436319,https://doi.org/10.17190/AMF/1436319,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Na1,BASE-BADM,LEGACY,10.17190/AMF/1436319,https://doi.org/10.17190/AMF/1436319,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-Na1,FLUXNET,CCBY4.0,10.17190/AMF/3027672,https://doi.org/10.17190/AMF/3027672,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS1,BASE-BADM,CCBY4.0,10.17190/AMF/1245998,https://doi.org/10.17190/AMF/1245998,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS1,BASE-BADM,LEGACY,10.17190/AMF/1245998,https://doi.org/10.17190/AMF/1245998,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS1,FLUXNET,CCBY4.0,10.17190/AMF/1902824,https://doi.org/10.17190/AMF/1902824,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS1,FLUXNET2015,CCBY4.0,10.18140/FLX/1440036,https://doi.org/10.18140/FLX/1440036,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-NS1
CA-NS2,BASE-BADM,CCBY4.0,10.17190/AMF/1245999,https://doi.org/10.17190/AMF/1245999,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS2,BASE-BADM,LEGACY,10.17190/AMF/1245999,https://doi.org/10.17190/AMF/1245999,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS2,FLUXNET,CCBY4.0,10.17190/AMF/1902825,https://doi.org/10.17190/AMF/1902825,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440037,https://doi.org/10.18140/FLX/1440037,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-NS2
CA-NS3,BASE-BADM,CCBY4.0,10.17190/AMF/1246000,https://doi.org/10.17190/AMF/1246000,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS3,BASE-BADM,LEGACY,10.17190/AMF/1246000,https://doi.org/10.17190/AMF/1246000,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS3,FLUXNET,CCBY4.0,10.17190/AMF/1902826,https://doi.org/10.17190/AMF/1902826,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS3,FLUXNET2015,CCBY4.0,10.18140/FLX/1440038,https://doi.org/10.18140/FLX/1440038,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-NS3
CA-NS4,BASE-BADM,CCBY4.0,10.17190/AMF/1246001,https://doi.org/10.17190/AMF/1246001,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-NS4,BASE-BADM,LEGACY,10.17190/AMF/1246001,https://doi.org/10.17190/AMF/1246001,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
